72.233.140.79,Active,MW3-20,Marston/Watson,True
72.233.140.81,Active,SCCWATSON151,Marston/Watson,True
72.233.140.82,Active,6NICK223,6 Nickerson,True
72.233.140.94,Active,6NICK208-01,6 Nickerson,True
72.233.140.95,Active,6NICK208-06,6 Nickerson,True
72.233.140.158,Active,MW56,Marston/Watson,True
72.233.140.160,Active,SCCWATSON139,Marston/Watson,True
72.233.140.164,Active,6NICK218,6 Nickerson,True
72.233.140.167,Active,MW3-07,Marston/Watson,False
72.233.140.169,Active,MARSTON248,Marston/Watson,True
72.233.140.171,Active,MW3-24,Marston/Watson,True
72.233.140.173,Active,MW3-13,Marston/Watson,False
72.233.140.175,Active,SCCWATSON143,Marston/Watson,True
72.233.140.177,Active,MW3-19,Marston/Watson,True
72.233.140.179,Active,LOWERMOYER1,MarstonWatson,True
72.233.140.188,Active,6NICK106,6 Nickerson,True
72.233.140.200,Active,6NICK117,6 Nickerson,True
72.233.140.202,Active,SCCWATSON142,Marston/Watson,True
72.233.140.206,Active,6NICK208-05,6 Nickerson,True
72.233.140.212,Active,MW3-25,Marston/Watson,False
72.233.140.230,Active,MW3,Marston/Watson,True
72.233.142.137,ActiveReservation,6NICK315-01,6 Nickerson,True
72.233.142.138,Active,6NICK315-02,6 Nickerson,True
72.233.136.3,Active,KIOSK-WET-05,Weter,True
72.233.136.18,Active,SASSTU-S,Demaray,True
72.233.136.23,ActiveReservation,sfstext,Demaray,False
72.233.136.29,Active,DH358,Demaray,True
72.233.136.30,Active,SFS-LOAN-01,Demaray,True
72.233.136.39,Active,KIOSK-WETER-02,Weter,True
72.233.136.40,Active,KIOSK-WETER-01,Weter,True
72.233.136.41,Active,DH359,Demaray,True
72.233.136.43,Active,KIOSK-WETER-03,Weter,True
72.233.136.45,Active,DH259,Demaray,True
72.233.136.49,Active,SFS-STUDENT8,Demaray,True
72.233.136.51,Active,KIOSK-SFS-LOBBY,Demaray,True
72.233.136.59,Active,SFS-STUDENT,Demaray,True
72.233.136.66,Active,WETERCONFRM,Weter,True
72.233.136.71,Active,FIN-STUDENT,Weter,True
72.233.136.78,Active,SFS-STUDENT5,Demaray,True
72.233.136.84,Active,SFS-LOAN-03,Demaray,True
72.233.136.85,Active,SFS-STUDENT3,Demaray,True
72.233.136.87,Active,EXECSTU2,Demaray,True
72.233.136.97,Active,GRAD-ADMISSIONS,Demaray,True
72.233.136.100,Active,ADM1-N,Demaray,True
72.233.136.103,Active,DH150,Demaray,True
72.233.136.106,Active,EXEC-STU-03,Demaray,True
72.233.136.107,Active,CYUEH,Eaton,False
72.233.136.110,Active,DH355,Demaray,True
72.233.136.113,Active,SFSREP5,Demaray,True
72.233.136.114,Active,SFSREP2,Demaray,True
72.233.136.121,Active,DH255,Demaray,True
72.233.136.122,Active,ADM-SCAN1,Demaray,True
72.233.136.125,Active,KIOSK-SFS-02-N,Demaray,True
72.233.136.129,Active,WET202,Weter,True
72.233.136.132,Active,ADM-INTERN1,Demaray,True
72.233.136.133,Active,SFS-OPS-COR2,Demaray,True
72.233.136.135,Active,SFS-LOAN-02,Demaray,False
72.233.136.137,Active,WET201,Weter,True
72.233.136.138,Active,ADM-INTERN4,Demaray,True
72.233.136.233,Active,KIOSK-SAS,Demaray,True
72.233.136.234,Active,DH261-2,Demaray,True
72.233.137.25,Active,ADM-INTERN-02,Demaray,True
72.233.137.27,Active,DIADHIOUW,Demaray,True
72.233.137.29,Active,SFSREP4,Demaray,True
72.233.137.42,Active,SFS-INTERN,Demaray,True
72.233.137.48,Active,FIN-PAYCHECK,Weter,True
72.233.137.54,Active,KIOSK-SFS-01,Demaray,True
72.233.137.57,Active,DH356,Demaray,True
72.233.137.61,Active,SFS-COORD-01,Demaray,True
72.233.137.67,Active,DH353,Demaray,True
72.233.137.68,Active,DH354,Demaray,True
72.233.137.80,Active,SFS-STUDENT2,Demaray,True
72.233.137.89,Active,SFS-COORD-02,Demaray,True
72.233.137.90,Active,DH360,Demaray,True
72.233.137.100,Active,DH254,Demaray,True
72.233.137.106,Active,DH261,Demaray,True
72.233.137.110,Active,UC-CONF,Weter,True
72.233.138.2,Active,OMH139-17,Otto Miller,False
72.233.138.3,Active,OMH223-04,Otto Miller,False
72.233.138.5,Active,OMH224-02,Otto Miller,False
72.233.138.7,Active,OMH139-12,Otto Miller,False
72.233.138.9,Active,OMH215,Otto Miller,True
72.233.138.10,Active,OMH227,Otto Miller,True
72.233.138.11,Active,OMH246-04,Otto Miller,False
72.233.138.12,Active,OMH139,Otto Miller,True
72.233.138.17,Active,OMH225-02,Otto Miller,False
72.233.138.18,Active,OMH244-20,Otto Miller,False
72.233.138.19,Active,OMH244-15,Otto Miller,True
72.233.138.20,Active,OMH202-01,Otto Miller,False
72.233.138.21,Active,IMAGE1,Image,True
72.233.138.22,Active,OMH253-02,Otto Miller,True
72.233.138.23,ActiveReservation,OMH-SOLARDISPLAY,Otto Miller,True
72.233.138.25,Active,OMH244-03,Otto Miller,False
72.233.138.26,Active,OMH225-11,Otto Miller,False
72.233.138.27,Active,OMH109,Otto Miller,True
72.233.138.28,Active,OMH250-01,Otto Miller,False
72.233.138.29,Active,OMH135-08,Otto Miller,False
72.233.138.30,Active,OMH138-06,Otto Miller,True
72.233.138.31,Active,OMH250-11,Otto Miller,True
72.233.138.32,Active,OMH139-16,Otto Miller,False
72.233.138.33,Active,OMH253-25,Otto Miller,False
72.233.138.34,Active,OMH244-18,Otto Miller,False
72.233.138.36,Active,OMH226-18,Otto Miller,True
72.233.138.37,Active,OMH244-02,Otto Miller,True
72.233.138.38,Active,OMH244-16,Otto Miller,True
72.233.138.39,Active,OMH247-01,Otto Miller,True
72.233.138.40,Active,OMH225-05,Otto Miller,False
72.233.138.43,Active,OMH140-02,Otto Miller,True
72.233.138.44,Active,OMH253-26,Otto Miller,False
72.233.138.45,Active,OMH246-07,Otto Miller,False
72.233.138.47,Active,OMH250-06,Otto Miller,True
72.233.138.48,Active,OMH135-01,Otto Miller,False
72.233.138.50,Active,OMH244-10,Otto Miller,False
72.233.138.51,Active,OMH253-08,Otto Miller,False
72.233.138.52,Active,OMH244-08,Otto Miller,True
72.233.138.53,Active,OMH253-03,Otto Miller,False
72.233.138.54,Active,OMH250-10,Otto Miller,False
72.233.138.55,Active,OMH250-04,Otto Miller,False
72.233.138.57,Active,OMH224-03,Otto Miller,False
72.233.138.58,Active,OMH138,Otto Miller,True
72.233.138.59,Active,OMH253-09,Otto Miller,False
72.233.138.61,Active,OMH253-17,Otto Miller,False
72.233.138.62,Active,OMH140-03,Otto Miller,True
72.233.138.63,Active,OMH245,Otto Miller,True
72.233.138.64,Active,OMH225-14,Otto Miller,False
72.233.138.66,Active,OMH253-07,Otto Miller,False
72.233.138.68,Active,OMH253-11,Otto Miller,False
72.233.138.69,Active,OMH223-01,Otto Miller,False
72.233.138.70,Active,OMH226,Otto Miller,True
72.233.138.71,Active,OMH244-12,Otto Miller,True
72.233.138.72,Active,OMH253-20,Otto Miller,False
72.233.138.73,Active,OMH139-01,Otto Miller,False
72.233.138.74,Active,OMH224-01,Otto Miller,True
72.233.138.75,Active,OMH139-03,Otto Miller,True
72.233.138.76,Active,OMH253-18,Otto Miller,False
72.233.138.77,Active,OMH225-07,Otto Miller,False
72.233.138.78,Active,OMH225-12,Otto Miller,True
72.233.138.79,Active,OMH244-19,Otto Miller,True
72.233.138.80,Active,OMH253-15,Otto Miller,False
72.233.138.82,Active,OMH253-27,Otto Miller,False
72.233.138.83,Active,OMH253-01,Otto Miller,True
72.233.138.84,Active,OMH-231-ADJ,Otto Miller,False
72.233.138.85,Active,OMH202-02,Otto Miller,False
72.233.138.86,Active,OMH138-08,Otto Miller,True
72.233.138.87,Active,OMH139-11,Otto Miller,False
72.233.138.88,Active,OMH250-07,Otto Miller,False
72.233.138.89,Active,OMH253-04,Otto Miller,False
72.233.138.92,Active,OMH139-02,Otto Miller,False
72.233.138.93,Active,OMH244-01,Otto Miller,False
72.233.138.94,Active,OMH226-05,Otto Miller,True
72.233.138.95,Active,OMH253-06,Otto Miller,False
72.233.138.96,Active,OMH226-03,Otto Miller,True
72.233.138.97,Active,OMH246-06,Otto Miller,False
72.233.138.99,Active,OMH135-05,Otto Miller,False
72.233.138.100,Active,OMH226-10,Otto Miller,True
72.233.138.102,Active,OMH225-17,Otto Miller,True
72.233.138.103,Active,OMH246-05,Otto Miller,True
72.233.138.104,Active,OMH135-07,Otto Miller,False
72.233.138.105,Active,OMH226-15,Otto Miller,True
72.233.138.106,Active,OMH141-01,Otto Miller,False
72.233.138.107,Active,OMH225-09,Otto Miller,False
72.233.138.108,Active,IMAGE2,Image,True
72.233.138.109,Active,OMH244-07,Otto Miller,True
72.233.138.145,Active,OMH253-13,Otto Miller,False
72.233.138.149,Active,OMH138-04,Otto Miller,True
72.233.138.153,Active,OMH138-03,Otto Miller,False
72.233.138.155,Active,OMH226-14,Otto Miller,True
72.233.138.163,Active,OMH127,Otto Miller,True
72.233.138.164,Active,OMH118-2,Otto Miller,True
72.233.138.166,Active,OMH124,Otto Miller,True
72.233.138.169,Active,OMH139-15,Otto Miller,False
72.233.138.172,Active,OMH246,Otto Miller,True
72.233.138.173,Active,OMH244-06,Otto Miller,False
72.233.138.174,Active,OMH226-04,Otto Miller,True
72.233.138.175,Active,OMH244-09,Otto Miller,False
72.233.138.178,Active,OMH138-05,Otto Miller,True
72.233.138.185,Active,OMH225-18,Otto Miller,True
72.233.138.186,Active,OMH225-13,Otto Miller,True
72.233.138.197,Active,OMH246-02,Otto Miller,True
72.233.138.199,Active,OMH244-04,Otto Miller,False
72.233.138.202,Active,OMH250-09,Otto Miller,True
72.233.138.205,Active,OMH225,Otto Miller,True
72.233.138.207,Active,OMH244,Otto Miller,True
72.233.138.214,Active,OMH135,Otto Miller,True
72.233.138.221,Active,OMH244-14,Otto Miller,True
72.233.138.223,Active,OMH251-01,Otto Miller,False
72.233.138.226,Active,OMH253-05,Otto Miller,False
72.233.138.230,Active,OMH139-07,Otto Miller,False
72.233.138.232,Active,OMH250-16,Otto Miller,False
72.233.138.233,Active,OMH253-22,Otto Miller,True
72.233.138.238,Active,OMH-114A,Otto Miller,True
72.233.138.239,Active,OMH253-16,Otto Miller,False
72.233.138.243,Active,OMH128,Otto Miller,True
72.233.138.245,Active,OMH244-11,Otto Miller,True
72.233.138.246,Active,OMH138-07,Otto Miller,False
72.233.138.248,Active,OMH139-18,Otto Miller,False
72.233.138.249,Active,OMH138-02,Otto Miller,True
72.233.138.253,Active,OMH119,Otto Miller,True
72.233.139.39,Active,OMH139-13,Otto Miller,False
72.233.139.40,Active,OMH226-17,Otto Miller,True
72.233.139.42,Active,OMH250-03,Otto Miller,False
72.233.139.43,Active,OMH216,Otto Miller,True
72.233.139.45,Active,OMH225-08,Otto Miller,True
72.233.139.46,Active,OMH139-05,Otto Miller,False
72.233.139.48,Active,OMH139-19,Otto Miller,False
72.233.139.49,Active,OMH139-08,Otto Miller,False
72.233.139.50,Active,OMH139-06,Otto Miller,False
72.233.139.51,Active,OMH253-14,Otto Miller,True
72.233.139.52,Active,OMH226-12,Otto Miller,False
72.233.139.53,Active,OMH253-12,Otto Miller,False
72.233.139.54,Active,OMH244-13,Otto Miller,False
72.233.139.55,Active,OMH135-02,Otto Miller,False
72.233.139.56,Active,OMH138-01,Otto Miller,False
72.233.139.58,Active,OMH139-09,Otto Miller,True
72.233.139.59,Active,OMH224,Otto Miller,True
72.233.139.63,Active,OMH139-04,Otto Miller,True
72.233.139.65,Active,OMH244-17,Otto Miller,True
72.233.139.67,Active,OMH250-08,Otto Miller,False
72.233.139.68,Active,OMH253-19,Otto Miller,False
72.233.139.69,Active,OMH246-03,Otto Miller,True
72.233.139.71,Active,OMH223-05,Otto Miller,False
72.233.139.72,Active,OMH225-10,Otto Miller,True
72.233.139.73,Active,OMH223-06,Otto Miller,True
72.233.139.74,Active,OMH253-10,Otto Miller,False
72.233.139.75,Active,OMH222,Otto Miller,True
72.233.139.77,Active,OMH225-01,Otto Miller,False
72.233.139.78,Active,OMH226-06,Otto Miller,True
72.233.139.79,Active,OMH126,Otto Miller,True
72.233.139.80,Active,OMH225-04,Otto Miller,False
72.233.139.81,Active,OMH226-02,Otto Miller,True
72.233.139.83,Active,OMH250-12,Otto Miller,True
72.233.139.84,Active,OMH226-16,Otto Miller,True
72.233.139.86,Active,OMH249-02,Otto Miller,True
72.233.139.88,Active,OMH135-06,Otto Miller,True
72.233.139.89,Active,OMH139-10,Otto Miller,False
72.233.139.91,Active,OMH250-14,Otto Miller,True
72.233.139.93,Active,OMH136,Otto Miller,True
72.233.139.97,Active,OMH135-03,Otto Miller,False
72.233.139.99,Active,OMH225-16,Otto Miller,True
72.233.139.102,Active,OMH225-03,Otto Miller,False
72.233.139.104,Active,OMH246-01,Otto Miller,False
72.233.139.105,Active,OMH118,Otto Miller,True
72.233.139.114,Active,OMH249-01,Otto Miller,True
72.233.130.11,Active,ASSPVPMIN,Student Union Building,True
72.233.130.20,Active,HOUSING-FRNTD,University Services,True
72.233.130.42,Active,ASSPTREASURER,Student Union Building,False
72.233.130.46,Active,SubRoku2,Student Union Building,True
72.233.130.57,Active,KIOSK-SUB-03,Student Union Building,True
72.233.130.62,Active,OUS-STUDENT,University Services,True
72.233.130.63,Active,ASSP-PRM,Student Union Building,True
72.233.130.66,Active,ASSP-VPIA,Student Union Building,True
72.233.130.68,Active,ASSP-MINIS1,Student Union Building,True
72.233.130.71,Active,ASSP-EVP,Student Union Building,True
72.233.130.75,Active,UG-QA,Gwinn Commons,True
72.233.130.85,Active,ASSP-01,Student Union Building,False
72.233.130.86,Active,RLC-ASHTON2,Ashton,True
72.233.130.90,Active,RESLIFEAA2,Student Union Building,True
72.233.130.95,Active,KIOSK-SUB-01,Student Union Building,True
72.233.130.101,ActiveReservation,extron-gazebo-controller,Student Union Building,True
72.233.130.102,ActiveReservation,extron-gazebo-touchpanel,Student Union Building,True
72.233.130.155,Active,RLC-MOYER-02,Moyer,True
72.233.130.157,Active,ASSPCLUBEXEC,Student Union Building,True
72.233.130.167,Active,SubRoku1,Student Union Building,True
72.233.130.169,Active,ASSP-VP-FIN,Student Union Building,True
72.233.130.172,Active,RESLIFE-RLC,Student Union Building,True
72.233.130.183,Active,ASSP-ORP,Student Union Building,True
72.233.130.185,Active,RLC-ASHTON1,Ashton,True
72.233.130.186,Active,OSPAA,Student Union Building,True
72.233.130.192,Active,UG-CASCADE,Gwinn Commons,True
72.233.130.195,Active,OSPRECEPTION,Student Union Building,True
72.233.130.200,Active,RLC-MOYER-01,Moyer,True
72.233.190.12,Active,ubuntu-server,Marston/Watson,False
72.233.191.17,Active,DESKTOP-9SEIUG1,Gwinn Commons,False
72.233.191.30,Active,ubuntu-server,Marston/Watson,False
172.16.128.250,Active,ILOUSE132DYDK,University Services,True
172.31.224.50,ActiveReservation,Inova-OnTrack,Art Center,True
172.31.224.128,ActiveReservation,Inova-OnTrack,Art Center,True
172.31.224.145,ActiveReservation,Inova-OnTrack,Art Center,True
172.31.224.146,ActiveReservation,Inova-OnTrack,Art Center,True
172.31.224.147,ActiveReservation,Inova-OnTrack,Art Center,True
172.31.224.149,ActiveReservation,Inova-OnTrack,Art Center,True
172.31.208.3,ActiveReservation,Power-Arnett-UPS01-MDF,Arnett,True
