IPAddress,AddressState,HostName,Location
172.31.216.220,ActiveReservation,Wesley Dravus-2202-105,Wesley Dravus
172.31.216.221,ActiveReservation,Wesley Dravus-2303-105,Wesley Dravus
172.31.216.224,ActiveReservation,Wesley Dravus-2405-105,Wesley Dravus
172.31.216.225,ActiveReservation,Wesley Dravus-2402-105,Wesley Dravus
172.31.217.29,ActiveReservation,Wesley Dravus-2201-105,Wesley Dravus
172.31.217.57,ActiveReservation,Wesley Dravus-2403-105,Wesley Dravus
172.31.218.115,Active,Wesley Dravus-2304-305,Wesley Dravus
172.31.218.116,Active,Wesley Dravus-2202-305,Wesley Dravus
172.31.218.117,Active,Wesley Dravus-2206-305,Wesley Dravus
172.31.218.118,Active,Wesley Dravus-2305-305,Wesley Dravus
172.31.218.119,Active,Wesley Dravus-2401-305,Wesley Dravus
172.31.218.120,Active,Wesley Dravus-2406-305,Wesley Dravus
172.31.218.121,Active,Wesley Dravus-2405-305,Wesley Dravus
172.31.218.122,Active,Wesley Dravus-2404-305,Wesley Dravus
172.31.218.123,Active,Wesley Dravus-2301-305,Wesley Dravus
172.31.220.21,ActiveReservation,Wesley Dravus-2401-105,Wesley Dravus
172.31.220.63,ActiveReservation,Wesley Dravus-2305-105,Wesley Dravus
172.31.220.64,ActiveReservation,Wesley Dravus-2406-105,Wesley Dravus
172.31.220.126,ActiveReservation,Wesley Dravus-2101-105,Wesley Dravus
172.31.220.127,ActiveReservation,Wesley Dravus-2304-105,Wesley Dravus
172.31.220.128,ActiveReservation,Wesley Dravus-2306-105,Wesley Dravus
172.31.220.129,ActiveReservation,Wesley Dravus-2404-105,Wesley Dravus
172.31.220.205,ActiveReservation,Wesley Dravus-2301-105,Wesley Dravus
172.31.222.35,Active,Wesley Dravus-2101-305,Wesley Dravus
172.31.222.36,Active,Wesley Dravus-2102-305,Wesley Dravus
172.31.222.37,Active,Wesley Dravus-2201-305,Wesley Dravus
172.31.222.38,Active,Wesley Dravus-2204-305,Wesley Dravus
172.31.222.41,Active,Wesley Dravus-2306-305,Wesley Dravus
172.31.222.42,Active,Wesley Dravus-2402-305,Wesley Dravus
172.31.222.43,Active,Wesley Dravus-2403-305,Wesley Dravus
172.31.222.44,Active,Wesley Dravus-2303-305,Wesley Dravus
172.31.222.45,Active,Wesley Dravus-2302-305,Wesley Dravus
172.31.222.46,Active,Wesley Dravus-2205-305,Wesley Dravus
172.31.222.47,Active,Wesley Dravus-2203-305,Wesley Dravus
72.233.136.3,Active,KIOSK-WET-05,Weter
72.233.136.11,ActiveReservation,ptr-uc-web-color,Weter
72.233.136.39,Active,KIOSK-WETER-02,Weter
72.233.136.40,Active,KIOSK-WETER-01,Weter
72.233.136.43,Active,KIOSK-WETER-03,Weter
72.233.136.53,InactiveReservation,wetscribe1,Weter
72.233.136.60,InactiveReservation,ptr-uc-response-editor-bw,Weter
72.233.136.62,Active,UCFRONT,Weter
72.233.136.66,Active,WETERCONFRM,Weter
72.233.136.68,ActiveReservation,ptr-finance-ap,Weter
72.233.136.70,ActiveReservation,PTR-UC-Copier,Weter
72.233.136.71,Active,FIN-STUDENT,Weter
72.233.136.104,Active,FIN-FRONTDESK,Weter
72.233.136.129,Active,WET202,Weter
72.233.136.137,Active,WET201,Weter
72.233.137.48,Active,FIN-PAYCHECK,Weter
72.233.137.110,Active,UC-CONF,Weter
172.31.240.89,ActiveReservation,mfp-weter-uc,Weter
172.31.240.90,InactiveReservation,MFP-Weter-Main,Weter
172.31.240.91,ActiveReservation,mfp-weter318,Weter
172.31.240.94,ActiveReservation,mfp-weter309,Weter
172.31.240.103,ActiveReservation,ptr-fin-wetscribe,Weter
172.31.232.78,ActiveReservation,WET201-CONTROLLER,Weter
172.31.232.79,ActiveReservation,WET202-CONTROLLER,Weter
172.31.218.40,ActiveReservation,Weter 1-W-105,Weter
172.31.218.41,ActiveReservation,Weter 1-E-105,Weter
172.31.218.42,ActiveReservation,Weter 2-202-115,Weter
172.31.218.43,ActiveReservation,Weter 2-C-115,Weter
172.31.221.1,ActiveReservation,Weter 3-305-105,Weter
172.31.221.2,ActiveReservation,Weter 3-Conference Room-105,Weter
172.31.221.188,ActiveReservation,Weter 1-Conference Room,Weter
172.31.221.189,ActiveReservation,Weter 3-C-105,Weter
172.31.221.190,ActiveReservation,Weter 2-201-105,Weter
