IPAddress,AddressState,HostName,Location
172.31.240.20,ActiveReservation,mfp-4nickerson,4 Nickerson
172.31.217.63,ActiveReservation,4 Nickerson-MASAM Classroom-115,4 Nickerson
172.31.217.65,ActiveReservation,4 Nickerson-MAMSSM Breakout Room-115,4 Nickerson
172.31.217.152,ActiveReservation,4 Nickerson-Graduate Addmissions Beth-115,4 Nickerson
172.31.220.25,ActiveReservation,4 Nickserson-MAMSSM Office ??-115,4 Nickerson
172.31.220.230,ActiveReservation,4 Nickerson-Foundation-115,4 Nickerson
72.233.140.2,Active,6NICK207,6 Nickerson
72.233.140.39,Active,6NICK213,6 Nickerson
72.233.140.66,Active,6NICK315-02,6 Nickerson
72.233.140.74,Active,6NICK208-04,6 Nickerson
72.233.140.82,Active,6NICK223,6 Nickerson
72.233.140.94,Active,6NICK208-01,6 Nickerson
72.233.140.95,Active,6NICK208-06,6 Nickerson
72.233.140.164,Active,6NICK218,6 Nickerson
72.233.140.188,Active,6NICK106,6 Nickerson
72.233.140.200,Active,6NICK117,6 Nickerson
72.233.140.206,Active,6NICK208-05,6 Nickerson
72.233.142.137,ActiveReservation,6NICK315-01,6 Nickerson
72.233.142.138,Active,6NICK315-02,6 Nickerson
172.31.255.52,InactiveReservation,ems-6nickerson,6 Nickerson
172.31.240.49,ActiveReservation,mfp-6nick-1stfloor,6 Nickerson
172.31.240.50,ActiveReservation,mfp-6nick-2ndfloor,6 Nickerson
172.31.240.112,ActiveReservation,mfp-6nick-3rdfloor,6 Nickerson
172.31.232.159,InactiveReservation,6nick117-switcher6nick117-switcher,6 Nickerson
172.31.232.160,ActiveReservation,6nick117-controller,6 Nickerson
172.31.232.161,ActiveReservation,6nick117-touchpanel,6 Nickerson
172.31.232.162,ActiveReservation,6nick117-controller-slave,6 Nickerson
172.31.232.163,InactiveReservation,6nick106-switcher6nick106-switcher,6 Nickerson
172.31.232.164,ActiveReservation,6nick106-controller,6 Nickerson
172.31.232.165,ActiveReservation,6nick106-touchpanel,6 Nickerson
172.31.232.166,ActiveReservation,6nick106-controller-slave,6 Nickerson
172.31.232.167,InactiveReservation,6nick118-switcher6nick118-switcher,6 Nickerson
172.31.232.168,ActiveReservation,6nick118-controller,6 Nickerson
172.31.232.169,ActiveReservation,6nick118-touchpanel,6 Nickerson
172.31.232.170,InactiveReservation,6nick213-switcher6nick213-switcher,6 Nickerson
172.31.232.171,InactiveReservation,6nick213-controller6nick213-controller,6 Nickerson
172.31.232.172,InactiveReservation,6nick213-touchpanel6nick213-touchpanel,6 Nickerson
172.31.232.173,InactiveReservation,6nick213-controller-slave6nick213-controller-slave,6 Nickerson
172.31.232.174,InactiveReservation,6nick207-switcher6nick207-switcher,6 Nickerson
172.31.232.175,ActiveReservation,6nick207-controller,6 Nickerson
172.31.232.176,ActiveReservation,6nick207-touchpanel,6 Nickerson
172.31.232.177,ActiveReservation,6nick207-controller-slave,6 Nickerson
172.31.232.178,InactiveReservation,6nick223-switcher6nick223-switcher,6 Nickerson
172.31.232.179,ActiveReservation,6nick223-controller,6 Nickerson
172.31.232.180,ActiveReservation,6nick223-touchpanel,6 Nickerson
172.31.232.181,InactiveReservation,6nick308-switcher6nick308-switcher,6 Nickerson
172.31.232.182,ActiveReservation,6nick308-controller,6 Nickerson
172.31.232.183,ActiveReservation,6nick308-touchpanel,6 Nickerson
172.31.232.185,InactiveReservation,6nick307-switcher6nick307-switcher,6 Nickerson
172.31.232.186,ActiveReservation,6nick307-controller,6 Nickerson
172.31.232.187,ActiveReservation,6nick307-touchpanel,6 Nickerson
172.31.232.188,InactiveReservation,6nick305-switcher6nick305-switcher,6 Nickerson
172.31.232.189,InactiveReservation,6nick305-controller6nick305-controller,6 Nickerson
172.31.232.190,InactiveReservation,6nick305-touchpanel6nick305-touchpanel,6 Nickerson
172.31.232.192,InactiveReservation,6nick314-switcher6nick314-switcher,6 Nickerson
172.31.232.193,ActiveReservation,6nick314-controller,6 Nickerson
172.31.218.155,Active,6 Nickerson-207-305,6 Nickerson
172.31.218.157,Active,6 Nickerson-213-306,6 Nickerson
172.31.218.158,Active,6 Nickerson-221-305,6 Nickerson
172.31.218.159,Active,6 Nickerson-118-306,6 Nickerson
172.31.218.160,Active,6 Nickerson-106-306,6 Nickerson
172.31.218.161,Active,6 Nickerson-109-306,6 Nickerson
172.31.218.162,Active,6 Nickerson-117-306,6 Nickerson
172.31.218.163,Active,6 Nickerson-121-306,6 Nickerson
172.31.218.176,Active,6 Nickerson-307-306,6 Nickerson
172.31.222.84,Active,6 Nickerson-305-305,6 Nickerson
172.31.222.85,Active,6 Nickerson-315-306,6 Nickerson
172.31.222.86,Active,6 Nickerson-312-305,6 Nickerson
172.31.222.87,Active,6 Nickerson-308-305,6 Nickerson
172.31.222.88,Active,6 Nickerson-200-305,6 Nickerson
172.31.222.89,Active,6 Nickerson-223-305,6 Nickerson
172.31.222.90,Active,6 Nickerson-211-305,6 Nickerson
172.31.222.91,Active,6 Nickerson-119-306,6 Nickerson
172.31.222.93,Active,6 Nickerson-123-306,6 Nickerson
172.31.222.95,Active,6 Nickerson-112-306,6 Nickerson
172.31.222.106,Active,6 Nickerson-217-305-2,6 Nickerson
172.31.216.179,ActiveReservation,Alexander 3-Office 311-115,Alexander
172.31.240.16,ActiveReservation,mfp-alex108,Alexander
172.31.240.17,ActiveReservation,mfp-alex204,Alexander
172.31.240.18,ActiveReservation,mfp-alex302,Alexander
172.31.240.19,ActiveReservation,mfp-alex413,Alexander
172.31.217.38,ActiveReservation,Alexander 1-Office 106-115,Alexander
172.31.217.39,ActiveReservation,Alexander 2-Office 206-115,Alexander
172.31.217.40,ActiveReservation,Alexander 2-Office 210-115,Alexander
172.31.217.41,ActiveReservation,Alexander 3-Office 301-115,Alexander
172.31.217.42,ActiveReservation,Alexander 4-Office 406-115,Alexander
172.31.217.43,ActiveReservation,Alexander 4-Office 412-115,Alexander
172.31.217.44,ActiveReservation,Alexander 4-Office 408-115,Alexander
172.31.217.45,ActiveReservation,Alexander 4-Office 410-115,Alexander
172.31.217.46,ActiveReservation,Alexander 3-Office 309-115,Alexander
172.31.220.220,ActiveReservation,Alexander 1-Office 101-115,Alexander
172.31.220.221,ActiveReservation,Alexander 2-Office 202-115,Alexander
172.31.220.222,ActiveReservation,Alexander 1-Office 110-115,Alexander
172.31.220.223,ActiveReservation,Alexander 1-Office 109-115,Alexander
172.31.220.224,ActiveReservation,Alexander 2-Office 208-115,Alexander
172.31.220.225,ActiveReservation,Alexander 2-Office 212-115,Alexander
172.31.220.226,ActiveReservation,Alexander 3-Office 306-115,Alexander
172.31.220.227,ActiveReservation,Alexander 3-Office 307-115,Alexander
172.31.220.228,ActiveReservation,Alexander 3-Office 313-115,Alexander
172.31.220.229,ActiveReservation,Alexander 4-Office 402-115,Alexander
72.233.132.2,InactiveReservation,lib-ariel,Ames Library
72.233.132.3,InactiveReservation,lib-mark,Ames Library
72.233.132.4,ActiveReservation,ptr-lib-tech-services,Ames Library
72.233.132.5,InactiveReservation,ptr-lib-system,Ames Library
72.233.132.6,Active,localadminsiMac,Ames Library
72.233.132.7,InactiveReservation,ptr-lib-lower-color-01,Ames Library
72.233.132.8,ActiveReservation,ptr-lib-labels,Ames Library
72.233.132.9,Active,LIB-LL-A-008,Ames Library
72.233.132.10,InactiveReservation,lib-checkout,Ames Library
72.233.132.11,InactiveReservation,lib-goprintserver,Ames Library
72.233.132.12,InactiveReservation,ptr-lib-lower-bw-01,Ames Library
72.233.132.13,InactiveReservation,ptr-lib-lower-bw-02,Ames Library
72.233.132.14,InactiveReservation,ptr-lib-main-bw-01,Ames Library
72.233.132.15,InactiveReservation,ptr-lib-main-bw-02,Ames Library
72.233.132.19,ActiveReservation,ptr-lib-adminoffices,Ames Library
72.233.132.20,ActiveReservation,LIB-INSTRUCT,Ames Library
72.233.132.22,ActiveReservation,ptr-lib-bpaulson,Ames Library
72.233.132.24,ActiveReservation,Library 1E-1-225-105,Ames Library
72.233.132.25,Active,KIOSK-LIB-120,Ames Library
72.233.132.26,Active,LIB-LL-A-026,Ames Library
72.233.132.28,Active,LIB-STUDENTS,Ames Library
72.233.132.29,Active,LIBCLASS-CONTROL,Ames Library
72.233.132.30,Active,KIOSK-LIB-S0,Ames Library
72.233.132.31,Active,LIB-LL-A-014,Ames Library
72.233.132.34,Active,KIOSK-LIB-S3,Ames Library
72.233.132.35,Active,LIB-ML-A-001,Ames Library
72.233.132.36,Active,KIOSK-LIB-112,Ames Library
72.233.132.37,Active,LIB-ML-A-004,Ames Library
72.233.132.38,Active,LIB-ETM-STU,Ames Library
72.233.132.40,Active,LIB-LL-A-016,Ames Library
72.233.132.42,Active,LIB-LL-A-013,Ames Library
72.233.132.45,Active,LIB-VICK,Ames Library
72.233.132.46,Active,KIOSK-LIB-116,Ames Library
72.233.132.48,Active,LIB-LL-A-009,Ames Library
72.233.132.49,Active,LIB-LL-A-023,Ames Library
72.233.132.50,Active,LIB-ILL-STU,Ames Library
72.233.132.51,Active,LIB-BPAULSON,Ames Library
72.233.132.52,Active,LIB-LL-A-015,Ames Library
72.233.132.53,Active,LIB-LL-A-024,Ames Library
72.233.132.55,Active,KIOSK-LIB-110,Ames Library
72.233.132.56,Active,KIOSK-LIB-101,Ames Library
72.233.132.59,Active,LIB-ML-A-005,Ames Library
72.233.132.62,Active,LIB-LL-A-021,Ames Library
72.233.132.64,Active,LIB-CIRC01,Ames Library
72.233.132.65,Active,LIB-JULIE,Ames Library
72.233.132.66,Active,KIOSK-LIB-S1,Ames Library
72.233.132.71,Active,LIB-ML-A-003,Ames Library
72.233.132.72,Active,LIB-LL-A-006,Ames Library
72.233.132.80,Active,LIB-CIRC02,Ames Library
72.233.132.129,ActiveReservation,Library 1NW-1-235-105,Ames Library
72.233.132.136,Active,ETM-iMac-Student,Ames Library
72.233.132.139,Active,localadinsiMac2,Ames Library
72.233.132.141,Active,KIOSK-LIB-08,Ames Library
72.233.132.142,Active,LIB-ML-A-006,Ames Library
72.233.132.144,Active,LIB-LINDAHL-N,Ames Library
72.233.132.145,Active,KIOSK-LIB-118,Ames Library
72.233.132.146,ActiveReservation,Library 1NE-1-223-105,Ames Library
72.233.132.150,Active,KIOSK-LIB-115,Ames Library
72.233.132.151,Active,LIB-SHAW,Ames Library
72.233.132.152,Active,LIB-LL-A-018,Ames Library
72.233.132.153,Active,LIBClasmAppleTV,Ames Library
72.233.132.155,Active,KIOSK-LIB-109,Ames Library
72.233.132.156,Active,KIOSK-LIB-111,Ames Library
72.233.132.157,Active,KIOSK-LIB-114,Ames Library
72.233.132.158,ActiveReservation,Library 1S-1-229-105,Ames Library
72.233.132.159,Active,LIB-LL-A-025,Ames Library
72.233.132.161,Active,LIB-LL-A-010,Ames Library
72.233.132.162,Active,LIB-LL-A-007,Ames Library
72.233.132.163,Active,KIOSK-LIB-002,Ames Library
72.233.132.164,Active,LIB-ML-A-002,Ames Library
72.233.132.165,Active,LIB-LL-A-005,Ames Library
72.233.132.166,Active,LIB-HILT,Ames Library
72.233.132.167,ActiveReservation,Library 1-C-105,Ames Library
72.233.132.168,Active,LIB-ML-CLASS,Ames Library
72.233.132.169,Active,LIB-SEM,Ames Library
72.233.132.170,Active,KIOSK-LIB-119,Ames Library
72.233.132.173,Active,LIB-LL-A-017,Ames Library
72.233.132.174,Active,KIOSK-LIB-117,Ames Library
72.233.132.177,Active,LIB-LL-A-019,Ames Library
72.233.132.178,Active,LIB-LL-A-020,Ames Library
72.233.132.180,Active,KIOSK-LIB-03,Ames Library
72.233.132.191,Active,LIB-MCNAYZ,Ames Library
72.233.132.192,Active,KIOSK-LIB-S2,Ames Library
172.31.255.59,InactiveReservation,ems-library-01,Ames Library
172.31.255.60,InactiveReservation,ems-library-02,Ames Library
172.31.255.181,ActiveReservation,LIBLAB1,Ames Library
172.31.255.183,ActiveReservation,LIBSEM2,Ames Library
172.31.240.48,ActiveReservation,mfp-lib-lowerlevel-ne,Ames Library
172.31.240.79,ActiveReservation,mfp-lib-lowerlevel-hall,Ames Library
172.31.240.81,ActiveReservation,mfp-lib-circ,Ames Library
172.31.240.82,ActiveReservation,mfp-lib-fl2-hall,Ames Library
172.31.240.83,ActiveReservation,mfp-lib-admin,Ames Library
172.31.240.84,ActiveReservation,mfp-lib-fl3-hall,Ames Library
172.31.240.97,ActiveReservation,mfp-lib-mainfloor1,Ames Library
172.31.240.98,ActiveReservation,mfp-lib-mainfloor2,Ames Library
172.31.240.116,InactiveReservation,ptr-lib-admin,Ames Library
172.31.232.102,ActiveReservation,LIBCLASS-CONTROL,Ames Library
172.31.232.103,ActiveReservation,LIBSEM-CONTROLLER,Ames Library
172.31.217.34,ActiveReservation,Library 1E-1-225-105-2,Ames Library
172.31.218.22,ActiveReservation,Library 1SW-1-231-105,Ames Library
172.31.218.25,ActiveReservation,Library 2-Seminar Room 2-048-105,Ames Library
172.31.218.26,ActiveReservation,Library 2E-2-054-105,Ames Library
172.31.218.27,ActiveReservation,Library 2N-2-058-105,Ames Library
172.31.218.28,ActiveReservation,Library 3N-3-003-105,Ames Library
172.31.218.29,ActiveReservation,Library 2 Admin Suite Jack 2-060-105,Ames Library
172.31.218.30,ActiveReservation,Library 3C-3-007-105,Ames Library
172.31.218.31,ActiveReservation,Library 3C-3-015-105,Ames Library
172.31.218.32,ActiveReservation,Library 3SE-3-013-105,Ames Library
172.31.218.33,ActiveReservation,Library B NE-B-137-105,Ames Library
172.31.218.34,ActiveReservation,Library B SW-B-143-105,Ames Library
172.31.218.35,ActiveReservation,Library B SE-B-141-105,Ames Library
172.31.218.153,Active,Library B NE-B-137-305,Ames Library
172.31.218.164,Active,Library 1-C-305,Ames Library
172.31.218.165,Active,Library 1S-1-229-305,Ames Library
172.31.218.166,Active,Library 1SW-1-231-305,Ames Library
172.31.218.167,Active,Library 1E-1-225-305,Ames Library
172.31.218.168,Active,Library 1NW-1-235-305,Ames Library
172.31.218.169,Active,Library 2NE-2-056-305,Ames Library
172.31.218.170,Active,Library 2N-2-058-305,Ames Library
172.31.218.171,Active,Library 2S-2-050-305,Ames Library
172.31.218.172,Active,Library 2 Admin Suite Jack 2-060-305,Ames Library
172.31.218.173,Active,Library 3C-3-015-305,Ames Library
172.31.218.174,Active,Library 3NW-3-001-305,Ames Library
172.31.221.179,ActiveReservation,Library 2SE-2-052-105,Ames Library
172.31.221.180,ActiveReservation,Library 2S-2-050-105,Ames Library
172.31.221.181,ActiveReservation,Library 3NW-3-001-105,Ames Library
172.31.221.182,ActiveReservation,Library 2NE-2-056-105,Ames Library
172.31.221.183,ActiveReservation,Library 3SW-3-017-115,Ames Library
172.31.221.184,Active,Library B ETM B-135-115,Ames Library
172.31.222.81,Active,Library B SW-B-143-305,Ames Library
172.31.222.82,Active,Library B SE-B-141-305,Ames Library
172.31.222.96,Active,Library 1NE-1-223-305,Ames Library
172.31.222.97,Active,Library 2SE-2-052-305,Ames Library
172.31.222.98,Active,Library 2E-2-054-305,Ames Library
172.31.222.99,Active,Library 2-Seminar Room 2-048-305,Ames Library
172.31.222.100,Active,Library 3SE-3-013-305,Ames Library
172.31.222.101,Active,Library 3C-3-007-305,Ames Library
172.31.222.102,Active,Library 3N-3-003-305,Ames Library
172.31.208.3,ActiveReservation,Power-Arnett-UPS01-MDF,Arnett
172.31.208.4,ActiveReservation,Power-Arnett-UPS01-2ndIDF,Arnett
172.31.208.5,ActiveReservation,Power-Arnett-UPS01-3rdIDF,Arnett
172.31.255.80,InactiveReservation,laundryview-controller-arnett,Arnett
172.31.255.92,InactiveReservation,hvac-router-arnett,Arnett
172.31.255.215,ActiveReservation,netcam-arnett-hall-north,Arnett
172.31.216.9,ActiveReservation,Arnett 1-Garage SE-115,Arnett
172.31.216.16,ActiveReservation,Arnett 3-Room 307-115,Arnett
172.31.216.22,ActiveReservation,Arnett 2-Room 227-115,Arnett
172.31.216.23,ActiveReservation,Arnett 3-Room 304-115,Arnett
172.31.216.109,ActiveReservation,Arnett 4-Room 406-115,Arnett
172.31.216.114,ActiveReservation,Arnett 2-Room 203B-115,Arnett
172.31.216.117,ActiveReservation,Arnett 3-Room 303-115,Arnett
172.31.216.118,ActiveReservation,Arnett 4-Room 405-115,Arnett
172.31.216.119,ActiveReservation,Arnett 5-Room 518-115,Arnett
172.31.216.120,ActiveReservation,Arnett 4-Room 425-115,Arnett
172.31.216.121,ActiveReservation,Arnett 5-Room 511-115,Arnett
172.31.216.122,ActiveReservation,Arnett 4-Room 422-115,Arnett
172.31.216.123,ActiveReservation,Arnett 5-Room 504-115,Arnett
172.31.216.124,ActiveReservation,Arnett 2-Room 203A-115,Arnett
172.31.216.125,ActiveReservation,Arnett 2-Lounge-115,Arnett
172.31.216.128,ActiveReservation,Arnett 2-Room 202-115,Arnett
172.31.216.129,ActiveReservation,Arnett 2-Room 209-115,Arnett
172.31.216.130,ActiveReservation,Arnett 2-Room 213-115,Arnett
172.31.216.131,ActiveReservation,Arnett 2-Room 206-115,Arnett
172.31.216.132,ActiveReservation,Arnett 3-Room 323-115,Arnett
172.31.216.134,ActiveReservation,Arnett 3-Room 311-115,Arnett
172.31.216.135,ActiveReservation,Arnett 3-Room 324-115,Arnett
172.31.216.152,ActiveReservation,Arnett 5-Room 507-115,Arnett
172.31.216.153,ActiveReservation,Arnett 3-Room 320-115,Arnett
172.31.216.154,ActiveReservation,Arnett 3-Room 315-115,Arnett
172.31.216.176,ActiveReservation,Arnett 1-Room 112E-115,Arnett
172.31.216.177,ActiveReservation,Arnett 1-Room 112W-115,Arnett
172.31.216.178,ActiveReservation,Arnett 1-Room 105-115,Arnett
172.31.217.5,ActiveReservation,Arnett 5-Room 519-115,Arnett
172.31.217.14,ActiveReservation,Arnett B-Garage NW-115,Arnett
172.31.217.98,ActiveReservation,Arnett 2-Room 225-115,Arnett
172.31.217.99,ActiveReservation,Arnett 2-Room 217-115,Arnett
172.31.217.100,ActiveReservation,Arnett 2-Room 222-115,Arnett
172.31.217.103,ActiveReservation,Arnett 4-Lounge-115,Arnett
172.31.217.110,ActiveReservation,Arnett B-Garage SE-115,Arnett
172.31.220.65,ActiveReservation,Arnett 4-Room 401-115,Arnett
172.31.220.67,ActiveReservation,Arnett 4-Room 402-115,Arnett
172.31.220.71,ActiveReservation,Arnett 5-Room 503-115,Arnett
172.31.220.72,ActiveReservation,Arnett 5-Lounge-115,Arnett
172.31.220.73,ActiveReservation,Arnett 3-Room 319-115,Arnett
172.31.220.74,ActiveReservation,Arnett 3-Room 308-115,Arnett
172.31.220.75,ActiveReservation,Arnett 5-Room 508-115,Arnett
172.31.220.76,ActiveReservation,Arnett 4-Room 417-115,Arnett
172.31.220.78,ActiveReservation,Arnett 4-Room 427-115,Arnett
172.31.220.79,ActiveReservation,Arnett 5-Room 515-115,Arnett
172.31.220.80,ActiveReservation,Arnett 4-Room 416-115,Arnett
172.31.220.81,ActiveReservation,Arnett 4-Room 413-115,Arnett
172.31.220.82,ActiveReservation,Arnett 2-Room 216-115,Arnett
172.31.220.199,ActiveReservation,Arnett 1-Room 110-115,Arnett
172.31.221.204,ActiveReservation,Arnett 3-Room 318-115,Arnett
172.31.221.205,ActiveReservation,Arnett 4-Room 409-115,Arnett
72.233.129.6,InactiveReservation,ptr-art-lab,Art Center
72.233.129.11,Active,iMac-2,Art Center
72.233.129.34,Active,ace15,Art Center
72.233.129.41,Active,aceif04,Art Center
72.233.129.43,Active,mac-rlorig,Art Center
72.233.129.47,Active,AC3,Art Center
72.233.129.70,Active,ARTADJUNCT,Art Center
72.233.129.80,Active,rangerTFoxsiMac,Art Center
72.233.129.91,Active,localadinsiMac2,Art Center
72.233.129.139,Active,teacher04,Art Center
72.233.129.142,Active,AC5,Art Center
72.233.129.144,Active,teacher02,Art Center
72.233.129.145,Active,localadinsiMac3,Art Center
72.233.129.151,Active,Labs-iMac,Art Center
72.233.129.158,Active,artlabimac007,Art Center
72.233.129.192,Active,AC6,Art Center
172.31.255.67,InactiveReservation,hvac-router-art-center,Art Center
172.31.255.86,ActiveReservation,WASeattlePacificU,Art Center
172.31.255.89,InactiveReservation,hvac-router-alumni,Art Center
172.31.255.131,InactiveReservation,hvac-router-foc,Art Center
172.31.255.134,InactiveReservation,hvac-router-nickersonstudio,Art Center
172.31.255.250,ActiveReservation,netcam-martinsquare-south,Art Center
172.31.255.254,ActiveReservation,Netcam-MartinSquare-North,Art Center
172.31.240.21,ActiveReservation,mfp-art133,Art Center
172.31.240.22,ActiveReservation,mfp-art107,Art Center
172.31.240.37,Active,XRX0000AAAC7929,Art Center
172.31.232.13,ActiveReservation,AC3-CONTROLLER,Art Center
172.31.232.14,ActiveReservation,AC4-CONTROLLER,Art Center
172.31.232.15,ActiveReservation,AC5-CONTROLLER,Art Center
172.31.232.16,ActiveReservation,AC5-SWITCHER,Art Center
172.31.232.17,ActiveReservation,AC6-CONTROLLER,Art Center
172.31.232.32,ActiveReservation,AC7-CONTROLLER,Art Center
172.31.232.33,ActiveReservation,AC9-CONTROLLER,Art Center
172.31.232.152,ActiveReservation,ac8-controller,Art Center
172.31.232.153,ActiveReservation,ac10-controller,Art Center
172.31.224.50,ActiveReservation,Inova-OnTrack,Art Center
172.31.224.128,ActiveReservation,Inova-OnTrack,Art Center
172.31.224.145,ActiveReservation,Inova-OnTrack,Art Center
172.31.224.146,ActiveReservation,Inova-OnTrack,Art Center
172.31.224.147,ActiveReservation,Inova-OnTrack,Art Center
172.31.224.149,ActiveReservation,Inova-OnTrack,Art Center
172.31.217.211,ActiveReservation,Art Center 1-101 Lobby-105,Art Center
172.31.221.112,ActiveReservation,Art Center 1-NE-105,Art Center
172.31.221.113,ActiveReservation,Art Center 1-124-105,Art Center
172.31.221.114,ActiveReservation,Art Center 1-S-105,Art Center
172.31.221.115,ActiveReservation,Art Center 1-108-105,Art Center
72.233.130.86,Active,RLC-ASHTON2,Ashton
72.233.130.185,Active,RLC-ASHTON1,Ashton
72.233.190.8,ActiveReservation,ptr-rlc-ashton,Ashton
172.31.208.6,ActiveReservation,Power-Ashton-UPS01-4theMDF,Ashton
172.31.208.7,ActiveReservation,Power-Ashton-UPS01-3rdwIDF,Ashton
172.31.208.8,ActiveReservation,Power-Ashton-UPS01-3rdeIDF,Ashton
172.31.208.9,ActiveReservation,Power-Ashton-UPS01-4thwIDF,Ashton
172.31.208.10,ActiveReservation,Power-Ashton-UPS01-6thIDF,Ashton
172.31.255.81,InactiveReservation,laundryview-controller-ashton-men,Ashton
172.31.255.82,InactiveReservation,laundryview-controller-ashton-women,Ashton
172.31.216.34,ActiveReservation,Ashton 2-Room 211-115,Ashton
172.31.216.61,ActiveReservation,Ashton 3-Room 374-115,Ashton
172.31.216.62,ActiveReservation,Ashton 3-Room 355-115,Ashton
172.31.216.64,ActiveReservation,Ashton 1-Room 167-115,Ashton
172.31.216.65,ActiveReservation,Ashton 1-Room 173-115,Ashton
172.31.216.66,ActiveReservation,Ashton 2-Room 276-115,Ashton
172.31.216.67,ActiveReservation,Ashton 1-Room 127-115,Ashton
172.31.216.68,ActiveReservation,Ashton 3-Room 377-115,Ashton
172.31.216.69,ActiveReservation,Ashton 3-Room 381-115,Ashton
172.31.216.70,ActiveReservation,Ashton 2-Room 253-115,Ashton
172.31.216.71,ActiveReservation,Ashton 2-Room 265-115,Ashton
172.31.216.72,ActiveReservation,Ashton 3-Room 378-115,Ashton
172.31.216.73,ActiveReservation,Ashton 3-Room 367-115,Ashton
172.31.216.74,ActiveReservation,Ashton 3-Room 362-115,Ashton
172.31.216.75,ActiveReservation,Ashton 2-Room 226-115,Ashton
172.31.216.76,ActiveReservation,Ashton 1-Room 128-115,Ashton
172.31.216.77,ActiveReservation,Ashton 2-Room 275-115,Ashton
172.31.216.78,ActiveReservation,Ashton 2-Room 272-115,Ashton
172.31.216.79,ActiveReservation,Ashton 2-Room 261-115,Ashton
172.31.216.80,ActiveReservation,Ashton 2-Room 257-115,Ashton
172.31.216.81,ActiveReservation,Ashton 1-Room 178-115,Ashton
172.31.216.82,ActiveReservation,Ashton 1-Room 174-115,Ashton
172.31.216.83,ActiveReservation,Ashton 2-Room 205-115,Ashton
172.31.216.84,ActiveReservation,Ashton 3-Room 313-115,Ashton
172.31.216.85,ActiveReservation,Ashton 2-Room 215-115,Ashton
172.31.216.86,ActiveReservation,Ashton 3-Room 327-115,Ashton
172.31.216.87,ActiveReservation,Ashton 3-Room 307-115,Ashton
172.31.216.88,ActiveReservation,Ashton 3-Room 331-115,Ashton
172.31.216.89,ActiveReservation,Ashton 3-Room 332-115,Ashton
172.31.216.90,ActiveReservation,Ashton 3-Room 328-115,Ashton
172.31.216.91,ActiveReservation,Ashton 3-Room 323-115,Ashton
172.31.216.92,ActiveReservation,Ashton 2-Room 225-115,Ashton
172.31.216.93,ActiveReservation,Ashton 2-Room 229-115,Ashton
172.31.216.94,ActiveReservation,Ashton 1-Room 113-115,Ashton
172.31.216.95,ActiveReservation,Ashton 1-Room 117-115,Ashton
172.31.216.96,ActiveReservation,Ashton 6-Jack 11-105,Ashton
172.31.216.98,ActiveReservation,Ashton 4-Room 411-115,Ashton
172.31.216.99,ActiveReservation,Ashton 4-Room 401-115,Ashton
172.31.216.100,ActiveReservation,Ashton 4-Room 425-115,Ashton
172.31.216.101,ActiveReservation,Ashton 4-Room 422-115,Ashton
172.31.216.102,ActiveReservation,Ashton 4-Room 433-115,Ashton
172.31.216.103,ActiveReservation,Ashton 4-Room 426-115,Ashton
172.31.216.104,ActiveReservation,Ashton 4-Room 453-115,Ashton
172.31.216.105,ActiveReservation,Ashton 4-Room 472-115,Ashton
172.31.216.106,ActiveReservation,Ashton 4-Room 465-115,Ashton
172.31.216.107,ActiveReservation,Ashton 4-Room 473-115,Ashton
172.31.216.108,ActiveReservation,Ashton 4-Room 476-115,Ashton
172.31.216.227,ActiveReservation,Ashton 6-RLC Apt,Ashton
172.31.216.228,ActiveReservation,Ashton 6-Room 664-115,Ashton
172.31.216.229,ActiveReservation,Ashton 6-Room 661-115,Ashton
172.31.216.230,ActiveReservation,Ashton 6-Room 682-115,Ashton
172.31.216.231,ActiveReservation,Ashton 5-Room 531-115,Ashton
172.31.216.232,ActiveReservation,Ashton 5-Room 524-115,Ashton
172.31.216.233,ActiveReservation,Ashton 5-Room 527-115,Ashton
172.31.216.234,ActiveReservation,Ashton 5-Room 528-115,Ashton
172.31.216.235,ActiveReservation,Ashton 5-Room 516-115,Ashton
172.31.216.236,ActiveReservation,Ashton 5-Room 507-115,Ashton
172.31.216.237,ActiveReservation,Ashton 6-Room 611-115,Ashton
172.31.216.238,ActiveReservation,Ashton 6-Room 629-115,Ashton
172.31.216.240,ActiveReservation,Ashton 6-Room 626-115,Ashton
172.31.216.241,ActiveReservation,Ashton 6-Room 632-115,Ashton
172.31.216.242,ActiveReservation,Ashton 5-Room 517-115,Ashton
172.31.216.243,ActiveReservation,Ashton 6-Room 622-115,Ashton
172.31.216.244,ActiveReservation,Ashton 6-Room 672-115,Ashton
172.31.216.245,ActiveReservation,Ashton 6-Room 657-115,Ashton
172.31.216.246,ActiveReservation,Ashton 6-Room 676-115,Ashton
172.31.216.247,ActiveReservation,Ashton 6-Room 653-115,Ashton
172.31.216.248,ActiveReservation,Ashton 5-Room 513-115,Ashton
172.31.216.249,ActiveReservation,Ashton 5-Room 563-115,Ashton
172.31.216.252,ActiveReservation,Ashton 5-Room 562-115,Ashton
172.31.216.253,ActiveReservation,Ashton 5-Room 566-115,Ashton
172.31.216.254,ActiveReservation,Ashton 5-Room 567-115,Ashton
172.31.217.1,ActiveReservation,Ashton 5-Room 573-115,Ashton
172.31.217.2,ActiveReservation,Ashton 5-Room 574-115,Ashton
172.31.217.3,ActiveReservation,Ashton 5-Room 577-115,Ashton
